
Table 1: N
Dep. Variable:,Valor Desembolsado em Reais,  R-squared (uncentered):,   0.998
Model:,OLS,  Adj. R-squared (uncentered):,   0.997
Method:,Least Squares,  F-statistic:       ,   1875.
Date:,"Tue, 28 May 2024",  Prob (F-statistic):,  0.00
Time:,08:18:50,  Log-Likelihood:    , -7845.0
No. Observations:,  7080,  AIC:               ,1.844e+04
Df Residuals:,  5704,  BIC:               ,2.789e+04
Df Model:,  1376,                     , 
Covariance Type:,nonrobust,                     , 


Table 2: o
,coef,std err,t,P>|t|,[0.025,0.975]
Cliente_EUROBRAS CONSTRUCOES METALICAS MODULADAS LTDA,    5.5245,    1.012,    5.458, 0.000,    3.540,    7.509
"Cliente_EUROFARMA LABORATORIOS S,A,",    6.8900,    1.012,    6.806, 0.000,    4.906,    8.874
Cliente_EUROPA INDUSTRIA DE CASTANHAS LTDA,    2.7365,    0.520,    5.262, 0.000,    1.717,    3.756
Cliente_EUROPACKNE NORDESTE IND COM DE PROD TERMOPLASTICOS LTDA,    7.0806,    0.694,   10.205, 0.000,    5.720,    8.441
Cliente_EVERTIS BRASIL PLASTICOS S/A,    4.9903,    0.876,    5.696, 0.000,    3.273,    6.708
Cliente_EVIALIS DO BRASIL NUTRICAO ANIMAL LTDA,    5.7423,    1.012,    5.673, 0.000,    3.758,    7.727
Cliente_EXIN INDUSTRIA E COMERCIO LTDA,    4.4877,    0.716,    6.265, 0.000,    3.083,    5.892
Cliente_EXPORTADORA BOM RETIRO LTDA,    6.6955,    0.659,   10.167, 0.000,    5.405,    7.986
Cliente_FABRICA DE ARTEFATOS DE LATEX SAO ROQUE LTDA,    5.6396,    0.831,    6.789, 0.000,    4.011,    7.268
Cliente_FABRICA DE MOVEIS FLORENSE LTDA,    7.5144,    1.013,    7.418, 0.000,    5.529,    9.500
Cliente_FABRICA DE TECIDOS CARLOS RENAUX S/A EM LIQUIDACAO,    5.8302,    1.020,    5.714, 0.000,    3.830,    7.831
Cliente_FABRICA NACIONAL DE AMORTECEDORES LTDA,    5.8239,    1.013,    5.750, 0.000,    3.838,    7.810
Cliente_FACCHINI S/A,    7.0492,    0.626,   11.266, 0.000,    5.823,    8.276
"Cliente_FAGOR EDERLAN BRASILEIRA AUTO-PECAS LTDA,",    5.8732,    0.786,    7.475, 0.000,    4.333,    7.414
Cliente_FAMASTIL TAURUS FERRAMENTAS S/A,    6.5930,    0.664,    9.922, 0.000,    5.290,    7.896
Cliente_FAMOSSUL MADEIRAS S/A,    5.2095,    0.686,    7.595, 0.000,    3.865,    6.554
Cliente_FANDREIS CALCADOS LTDA,    6.8981,    0.763,    9.045, 0.000,    5.403,    8.393
Cliente_FANEM LTDA,    6.3789,    0.651,    9.797, 0.000,    5.102,    7.655
"Cliente_FARFALLA TEXTIL LTDA,",    4.0800,    0.713,    5.724, 0.000,    2.683,    5.477
"Cliente_FAURECIA AUTOMOTIVE DO BRASIL LTDA,",    7.6258,    0.729,   10.466, 0.000,    6.197,    9.054
"Cliente_FBA - FRANCO-BRASILEIRA S/A, ACUCAR E ALCOOL",    7.3062,    0.832,    8.786, 0.000,    5.676,    8.936
"Cliente_FCA FIAT CHRYSLER AUTOMOVEIS BRASIL LTDA,",    8.2426,    0.643,   12.810, 0.000,    6.981,    9.504
"Cliente_FCC - INDUSTRIA E COMERCIO LTDA,",    8.0559,    0.763,   10.562, 0.000,    6.561,    9.551
Cliente_FCC FORNECEDORA COMPONENTES QUIMICOS E COUROS LTDA,    6.6030,    0.832,    7.933, 0.000,    4.971,    8.235
Cliente_FEDRIGONI BRASIL PAPEIS LTDA,    5.2917,    1.012,    5.227, 0.000,    3.307,    7.276
Cliente_FERGUMAR FERRO GUSA DO MARANHAO LTDA,    5.1844,    1.031,    5.028, 0.000,    3.163,    7.206
Cliente_FERKODA S A ARTEFATOS DE METAIS,    3.9531,    1.012,    3.906, 0.000,    1.969,    5.937
Cliente_FERRAZ BRASIL MARMORES E GRANITOS LTDA,    6.7545,    1.178,    5.733, 0.000,    4.445,    9.064
Cliente_FERRERO DO BRASIL IND DOCEIRA E ALIMENTAR LTDA,    6.6612,    0.656,   10.150, 0.000,    5.375,    7.948
Cliente_FERRUCCI & CIA LTDA,    6.1351,    1.012,    6.061, 0.000,    4.151,    8.119
Cliente_FERTIPAR FERTILIZANTES DO PARANA LIMITADA,    8.1901,    1.050,    7.801, 0.000,    6.132,   10.248
Cliente_FEZER INDUSTRIA MECANICA S/A,    6.1361,    0.674,    9.105, 0.000,    4.815,    7.457
"Cliente_FGF - FUNDICAO GLOBAL FOUNDRY DE ACO INOXIDAVEL LTDA,",    6.1144,    0.647,    9.456, 0.000,    4.847,    7.382
Cliente_FIACAO BRASILEIRA DE SISAL S/A FIBRASA,    5.0480,    1.125,    4.489, 0.000,    2.844,    7.253
Cliente_FIACAO DE SEDA BRATAC S A,    7.1426,    0.724,    9.862, 0.000,    5.723,    8.562
Cliente_FIACAO E TECELAGEM SAO JOSE S/A,    5.1067,    1.031,    4.953, 0.000,    3.086,    7.128
Cliente_FIASINI IND E COM DE MOVEIS LTDA,    6.0438,    0.877,    6.893, 0.000,    4.325,    7.763
"Cliente_FIBRAPLAC - PAINEIS DE MADEIRA S,A",    7.8559,    1.013,    7.755, 0.000,    5.870,    9.842
Cliente_FIBRIA CELULOSE S/A,    8.2865,    0.724,   11.438, 0.000,    6.866,    9.707
Cliente_FICAP S/A,    7.5801,    0.825,    9.187, 0.000,    5.963,    9.198
Cliente_FINOBRASA AGROINDUSTRIAL S/A,    6.9681,    0.845,    8.250, 0.000,    5.312,    8.624
Cliente_FISCHER S/A - AGROINDUSTRIA,    8.1215,    0.685,   11.856, 0.000,    6.779,    9.464
Cliente_FITESA NAOTECIDOS S/A,    8.0382,    1.013,    7.935, 0.000,    6.052,   10.024
"Cliente_FITESA S,A,",    6.8127,    0.725,    9.391, 0.000,    5.391,    8.235
"Cliente_FKN TEXTIL LTDA,",    5.4062,    1.042,    5.190, 0.000,    3.364,    7.448
Cliente_FLABEG BRASIL LTDA,    5.4650,    1.012,    5.399, 0.000,    3.481,    7.450
Cliente_FLEXIBRAS TUBOS FLEXIVEIS LTDA,   10.4116,    0.865,   12.043, 0.000,    8.717,   12.106
Cliente_FLORESTAL ALIMENTOS S/A,    5.0535,    0.832,    6.071, 0.000,    3.422,    6.685
Cliente_FLOSUL INDUSTRIA E COMERCIO DE MADEIRAS LTDA,    6.2652,    1.013,    6.185, 0.000,    4.279,    8.251
Cliente_FMC QUIMICA DO BRASIL LTDA,    7.2389,    1.012,    7.151, 0.000,    5.254,    9.223
"Cliente_FMC TECHNOLOGIES DO BRASIL LTDA,",   10.2162,    0.890,   11.481, 0.000,    8.472,   11.961
Cliente_FOCA-BRAUN MOBILIDADE DO BRASIL LTDA,    6.9225,    1.013,    6.834, 0.000,    4.937,    8.908
Cliente_FOCKINK INDUSTRIAS ELETRICAS LTDA,    5.9055,    0.832,    7.095, 0.000,    4.274,    7.537
Cliente_FORD MOTOR COMPANY BRASIL LTDA,    8.8002,    0.603,   14.587, 0.000,    7.618,    9.983
Cliente_FORJAFRIO INDUSTRIA DE PECAS LTDA,    5.6194,    1.012,    5.552, 0.000,    3.635,    7.604
"Cliente_FORMACOMP LTDA,",    3.6986,    1.050,    3.523, 0.000,    1.641,    5.756
Cliente_FORMAX QUIMIPLAN COMPONENTES PARA CALCADOS LTDA,    7.4288,    0.763,    9.739, 0.000,    5.933,    8.924
Cliente_FORNAC FUNDICAO DE ACOS ESPECIAIS LIMITADA,    5.5207,    0.854,    6.464, 0.000,    3.846,    7.195
Cliente_FRAME MADEIRAS ESPECIAIS LTDA,    6.3574,    1.020,    6.230, 0.000,    4.357,    8.358
Cliente_FRANCO FABRIL - ALIMENTOS LTDA,    6.0918,    0.652,    9.343, 0.000,    4.814,    7.370
Cliente_FRAS-LE SA,    9.0096,    0.638,   14.118, 0.000,    7.759,   10.261
Cliente_FRAVI INDUSTRIA E COMERCIO DE EQUIPAMENTOS AGRICOLAS LT,    6.6144,    1.050,    6.300, 0.000,    4.556,    8.672
"Cliente_FREUDENBERG NAO-TECIDOS LTDA,",    5.9873,    0.832,    7.200, 0.000,    4.357,    7.617
Cliente_FRIBAI FRIGORIFICO VALE DO AMAMBAI LTDA,    6.5764,    0.724,    9.078, 0.000,    5.156,    7.997
Cliente_FRIGOESTRELA S/A,    6.5753,    0.692,    9.495, 0.000,    5.218,    7.933
"Cliente_FRIGOL S,A,",    4.9821,    1.014,    4.912, 0.000,    2.994,    6.971
Cliente_FRIGORIFICO MATABOI S/A,    5.6329,    0.672,    8.379, 0.000,    4.315,    6.951
Cliente_FRIGORIFICO MERCOSUL SA,    8.2538,    0.674,   12.239, 0.000,    6.932,    9.576
Cliente_FRIGORIFICO NOVO ESTADO S/A,    8.2901,    0.922,    8.990, 0.000,    6.482,   10.098
Cliente_FRIGORIFICO PORCOBELLO LTDA,    5.5499,    1.050,    5.287, 0.000,    3.492,    7.608
Cliente_FRIMESA COOPERATIVA CENTRAL,    5.5186,    0.708,    7.791, 0.000,    4.130,    6.907
Cliente_FRINAL S/A - FRIGORIFICO E INTEGRACAO AVICOLA,    6.3245,    0.832,    7.598, 0.000,    4.693,    7.956
Cliente_FRISA FRIGORIFICO RIO DOCE S/A,    6.6927,    0.875,    7.645, 0.000,    4.976,    8.409
Cliente_FRS S/A AGRO AVICOLA INDUSTRIAL,    7.7648,    0.616,   12.598, 0.000,    6.557,    8.973
Cliente_FRUTIVITA S/A,    5.2639,    0.900,    5.851, 0.000,    3.500,    7.028
Cliente_FUGA COUROS SA,    8.3639,    0.702,   11.913, 0.000,    6.988,    9.740
"Cliente_FULL GAUGE-ELETRO-CONTROLES LTDA,",    7.1407,    1.013,    7.050, 0.000,    5.155,    9.126
Cliente_FUNDICAO MORENO LTDA,    7.1758,    0.700,   10.250, 0.000,    5.803,    8.548
Cliente_FUNDICAO REGALI BRASIL LTDA,    8.0182,    0.701,   11.437, 0.000,    6.644,    9.393
Cliente_FUNDIMIG LTDA,    5.0405,    1.031,    4.889, 0.000,    3.020,    7.061
"Cliente_FUPRESA S,A,",    6.2229,    0.762,    8.170, 0.000,    4.730,    7.716
"Cliente_FURUKAWA ELECTRIC LATAM S,A,",    6.9193,    0.695,    9.954, 0.000,    5.557,    8.282
Cliente_G D DO BRASIL MAQUINAS DE EMBALAR LIMITADA,    8.0888,    0.765,   10.576, 0.000,    6.589,    9.588
Cliente_G PANIZ INDUSTRIA DE EQUIPAMENTOS PARA ALIMENTACAO LTDA,    5.8529,    1.013,    5.778, 0.000,    3.867,    7.839
Cliente_GAIA IMPORTACAO EXPORTACAO LTDA,    6.6108,    1.027,    6.437, 0.000,    4.597,    8.624
Cliente_GALINHOS CULTIVOS AQUATICOS LTDA,    5.7662,    1.257,    4.588, 0.000,    3.303,    8.230
Cliente_GARAMPI COMERCIO DE COUROS LTDA,    6.3718,    0.665,    9.576, 0.000,    5.067,    7.676
"Cliente_GATRON INOVACAO EM COMPOSITOS S,A",    4.5207,    1.050,    4.306, 0.000,    2.463,    6.579
Cliente_GD BURTI S/A,    7.5584,    1.012,    7.467, 0.000,    5.574,    9.543
"Cliente_GDC ALIMENTOS S,A",    6.3416,    0.632,   10.036, 0.000,    5.103,    7.580
Cliente_GDL EQUIPAMENTOS ELETRONICOS EIRELI,    5.2358,    0.841,    6.223, 0.000,    3.586,    6.885
"Cliente_GE TRANSPORTES FERROVIARIOS S,A",    7.8733,    0.854,    9.217, 0.000,    6.199,    9.548
Cliente_GELCO GELATINAS DO BRASIL LTDA,    5.0440,    1.012,    4.983, 0.000,    3.060,    7.028
Cliente_GELIUS - INDUSTRIA DE MOVEIS LTDA,    6.6468,    1.012,    6.567, 0.000,    4.663,    8.631
Cliente_GELOPAR REFRIGERACAO PARANAENSE LTDA,    6.2599,    0.811,    7.718, 0.000,    4.670,    7.850
Cliente_GENERAL CABLE BRASIL INDUSTRIA E COMERCIO DE CONDUTORES,    7.2306,    0.854,    8.464, 0.000,    5.556,    8.905
Cliente_GENERAL MOTORS DO BRASIL LTDA,    9.2951,    0.613,   15.173, 0.000,    8.094,   10.496
Cliente_GENESEAS AQUACULTURA LTDA,    5.3531,    0.835,    6.409, 0.000,    3.716,    6.991
Cliente_GEQUIMICA SA PRODUTOS QUIMICOS,    5.2168,    1.012,    5.153, 0.000,    3.232,    7.201
Cliente_GERBO ENGENHARIA E MANUFATURA LTDA EM RECUPERACAO JUDIC,    5.7499,    1.042,    5.517, 0.000,    3.707,    7.793
Cliente_GERDAU ACOMINAS S/A,    8.1677,    0.672,   12.149, 0.000,    6.850,    9.486
"Cliente_GERDAU ACOS LONGOS S,A,",    9.8105,    0.736,   13.327, 0.000,    8.367,   11.254
"Cliente_GERDAU S,A,",    9.8625,    0.744,   13.253, 0.000,    8.404,   11.321
Cliente_GESTAMP BRASIL INDUSTRIA DE AUTOPECAS S/A,    7.9770,    0.877,    9.097, 0.000,    6.258,    9.696
Cliente_GETTI QUIMICA LTDA,    6.0524,    0.763,    7.936, 0.000,    4.557,    7.547
Cliente_GEVISA S A,    9.0798,    0.724,   12.533, 0.000,    7.660,   10.500
"Cliente_GLOBAL DISTRIBUICAO DE BENS DE CONSUMO LTDA,",    7.1184,    0.763,    9.331, 0.000,    5.623,    8.614
Cliente_GLOBALBONY ACAI IND COM IMP E EXP DE BEBIDAS S/A,    5.6906,    1.289,    4.415, 0.000,    3.164,    8.217
Cliente_GLOBALFRUIT INDUSTRIA E COMERCIO LTDA,    4.7934,    1.061,    4.520, 0.000,    2.714,    6.872
"Cliente_GLOBO CENTRAL DE USINAGEM LTDA,",    4.3810,    1.012,    4.328, 0.000,    2.397,    6.365
